EPOCH	TIMESTAMP	BAD_EPOCHS	LEARNING_RATE	TRAIN_LOSS	DEV_LOSS	DEV_PRECISION	DEV_RECALL	DEV_F1	DEV_ACCURACY
1	18:23:26	4	0.0000	0.8225947930035037	0.11494749784469604	0.8808	0.8999	0.8902	0.8295
2	19:17:17	4	0.0000	0.28243941060850986	0.09483260661363602	0.9486	0.9478	0.9482	0.9159
